lambda_value,method,accuracy,avg_total_tokens,avg_additional_tokens,avg_latency,utility,num_examples,stop_count,verify_count,sc3_count,cost_normalizer
0.0,STOP,0.35,287.5,0.0,3.922009837627411,0.35,20,20,0,0,937.25
0.0,VERIFY,0.5,877.8,590.3,8.91777503490448,0.5,20,0,20,0,937.25
0.0,SC-3,0.45,937.25,649.75,12.007347548007965,0.45,20,0,0,20,937.25
0.0,Oracle,0.6,433.65,146.15,5.282268369197846,0.6,20,15,3,2,937.25
0.05,STOP,0.35,287.5,0.0,3.922009837627411,0.3346625766871166,20,20,0,0,937.25
0.05,VERIFY,0.5,877.8,590.3,8.91777503490448,0.45317151240330755,20,0,20,0,937.25
0.05,SC-3,0.45,937.25,649.75,12.007347548007965,0.4,20,0,0,20,937.25
0.05,Oracle,0.6,433.65,146.15,5.282268369197846,0.5768658308882368,20,15,3,2,937.25
0.1,STOP,0.35,287.5,0.0,3.922009837627411,0.3193251533742331,20,20,0,0,937.25
0.1,VERIFY,0.5,877.8,590.3,8.91777503490448,0.4063430248066151,20,0,20,0,937.25
0.1,SC-3,0.45,937.25,649.75,12.007347548007965,0.35,20,0,0,20,937.25
0.1,Oracle,0.6,433.65,146.15,5.282268369197846,0.5537316617764737,20,15,3,2,937.25
0.2,STOP,0.35,287.5,0.0,3.922009837627411,0.28865030674846626,20,20,0,0,937.25
0.2,VERIFY,0.5,877.8,590.3,8.91777503490448,0.3126860496132302,20,0,20,0,937.25
0.2,SC-3,0.45,937.25,649.75,12.007347548007965,0.25,20,0,0,20,937.25
0.2,Oracle,0.6,433.65,146.15,5.282268369197846,0.5074633235529474,20,15,3,2,937.25
